episode,reward,loss,time_dependence
0,1395,5.499898321151734,2
1,585,6.6806451025009155,2
2,1500,6.542250043869019,2
3,1860,5.787391131401062,2
4,675,4.3125507111549375,2
5,2385,2.5799174022674563,2
6,3405,2.4300560884475706,2
7,3795,2.320856454372406,2
8,3330,2.4298660020828247,2
9,4305,2.3037501945495604,2
10,3405,2.5822254691123963,2
11,4425,2.646905735492706,2
12,3660,2.5829314687252043,2
13,4635,2.6010049805641176,2
14,3840,2.7334061727523804,2
15,4890,2.4959131832122803,2
16,3975,2.4467354798316956,2
17,4845,2.5829083814620972,2
18,4275,2.7222360808849335,2
19,4035,2.648282425403595,2
20,3870,2.616510334253311,2
21,4650,2.7449102029800416,2
22,3435,2.639606866836548,2
23,4590,2.752617447376251,2
24,4815,2.629566887617111,2
25,3975,2.6851511108875274,2
26,3780,2.5461150131225585,2
27,3870,2.76286670088768,2
28,3300,2.7282806820869445,2
29,4560,2.654527862548828,2
30,3510,2.762588771343231,2
31,3780,2.4540259499549864,2
32,4410,2.680915500640869,2
33,4785,2.5481185891628266,2
34,4470,2.6535304346084594,2
35,4695,2.503796356201172,2
36,4425,2.3417198133468626,2
37,4395,2.456373212814331,2
38,3870,2.516407415628433,2
39,4605,2.5653145229816436,2
40,4230,2.6469435148239135,2
41,4440,2.4447250919342043,2
42,4530,2.639167636036873,2
43,4620,2.2810012464523317,2
44,3450,2.587328770875931,2
45,4830,2.473565432548523,2
46,4695,2.413154594182968,2
47,3780,2.445330914020538,2
48,4410,2.4573931941986085,2
49,4035,2.324819036245346,2
50,4725,2.3474505162239074,2
51,4095,2.45117063331604,2
52,4200,2.29182621884346,2
53,3345,2.1467275714874265,2
54,4455,2.3352437040805816,2
55,4530,2.3115822700262068,2
56,4695,2.4765149984359742,2
57,3840,2.178891154050827,2
58,3375,2.1614225964546203,2
59,4170,2.376174810409546,2
60,4245,2.0740883636474607,2
61,4575,2.46642866563797,2
62,3780,2.206446621179581,2
63,3720,2.1955412867069244,2
64,4275,2.3851865713596343,2
65,4740,2.370196029186249,2
66,3735,2.477428153514862,2
67,4230,2.4873167598247528,2
68,3855,2.386593596458435,2
69,4845,2.302191627502441,2
70,4920,2.4302526695728304,2
71,3975,2.31179029917717,2
72,4215,2.422326752662659,2
73,4845,2.2271930756568907,2
74,4275,2.233272655248642,2
75,4470,2.3463649492263796,2
76,4245,2.3082334856987,2
77,4260,2.214883574485779,2
78,4785,2.208303087234497,2
79,4440,2.2855564904212953,2
80,3300,2.289528605937958,2
81,4755,2.4540302319526672,2
82,3945,2.3066156973838807,2
83,4875,2.2012611989974977,2
84,4110,2.264836777687073,2
85,4140,2.1965089712142944,2
86,4485,2.430762182712555,2
87,3735,2.290523073196411,2
88,3705,2.2051282651424406,2
89,4845,2.153920590162277,2
90,4380,2.3465287952423095,2
91,4410,2.3616190133094785,2
92,4575,2.300515973329544,2
93,4140,2.1283782935142517,2
94,3450,2.124570041656494,2
95,3930,2.338133114814758,2
96,4665,2.0435695773363114,2
97,3450,2.235915249824524,2
98,3975,2.1782412197589873,2
99,4635,2.2357380347251894,2
100,3495,2.2313248646259307,2
101,4005,2.318405233383179,2
102,3990,1.9614477636814118,2
103,4230,2.228183870792389,2
104,4230,2.094717267036438,2
105,3855,2.0481923323869706,2
106,3810,2.0743779516220093,2
107,3870,2.0589280014038085,2
108,4125,2.143820282936096,2
109,3270,2.138908525466919,2
110,3450,2.020701192855835,2
111,4725,2.123790027141571,2
112,4815,2.0063060458898545,2
113,3585,2.18229084277153,2
114,3585,2.0621087317466738,2
115,3960,1.9978236832618714,2
116,4905,2.1930475960969926,2
117,4785,2.1046046276092527,2
118,3420,2.0923427790403366,2
119,4905,2.033311127901077,2
120,4155,2.114177430152893,2
121,3435,2.140162672042847,2
122,3450,2.0068071269989014,2
123,4470,2.1019453871250153,2
124,4275,2.1719279685020445,2
125,4305,2.1291967635154725,2
126,4200,2.0099301128387452,2
127,4650,2.113729321479797,2
128,4605,2.3343471493721006,2
129,3615,2.1365735194683073,2
130,3540,2.2000232315063477,2
131,4560,2.109230283498764,2
132,4470,2.23779789185524,2
133,4800,2.0335798993110656,2
134,4545,2.1621396596431732,2
135,3765,2.107402820110321,2
136,4230,2.1139900543689727,2
137,3645,2.0945421798229216,2
138,4830,2.148956023931503,2
139,3495,2.106997350692749,2
140,4740,2.105508393764496,2
141,4200,2.130844464302063,2
142,4050,2.2287784526348116,2
143,3885,2.0782630813121794,2
144,4785,2.2053629834651947,2
145,4800,1.9948158595561982,2
146,4770,2.0558185286521913,2
147,3735,1.9782084937095643,2
148,3660,2.1203255491256714,2
149,3525,2.1783283660411836,2
150,4815,2.4248231420516966,2
151,4425,2.1614955461025236,2
152,4170,2.032862875699997,2
153,4770,2.1126211887598036,2
154,4065,2.0928014073371886,2
155,4170,2.1432207107543944,2
156,4185,2.2445029609203337,2
157,3780,2.0847692465782166,2
158,3960,2.1017566409111024,2
159,4605,2.0078269679546357,2
160,4470,2.2540026074647903,2
161,4710,2.052965531349182,2
162,4800,2.109992931127548,2
163,4080,2.2015832133293154,2
164,4770,2.2408650493621827,2
165,3405,2.085564220905304,2
166,3705,2.050826669931412,2
167,4605,2.076696490645409,2
168,4860,2.1696333265304566,2
169,3705,2.2093553228378298,2
170,4410,1.9469261963367461,2
171,4380,2.039417761325836,2
172,3810,2.1781544280052185,2
173,3870,2.064673373699188,2
174,4635,2.0771555697917936,2
175,3510,2.0801345098018644,2
176,4905,2.078968583106995,2
177,4470,2.1794781925678253,2
178,3780,2.1602364480495453,2
179,3855,2.05331941652298,2
180,4680,2.2440348443984983,2
181,4725,2.055785717010498,2
182,4575,2.167557623386383,2
183,3975,2.2436576404571533,2
184,4395,2.167783311843872,2
185,4530,2.081201849937439,2
186,4290,2.062186737537384,2
187,4455,2.25117498254776,2
188,4620,2.098755485057831,2
189,4710,2.018756667613983,2
190,4200,2.0654302315711974,2
191,4605,2.039367554664612,2
192,4500,2.0075764348506926,2
193,4230,2.1217694356441497,2
194,4665,2.22067879319191,2
195,3555,2.0130524537563326,2
196,4725,1.9984051311016082,2
197,4770,2.0315084402561188,2
198,3900,2.056180343389511,2
199,4230,2.139085179567337,2
200,4815,2.050408767938614,2
201,3855,1.8885409507751465,2
202,4725,2.1591943018436432,2
203,4755,2.0525695264339445,2
204,4755,2.0181812887191772,2
205,3660,1.9956377837657928,2
206,4845,2.0658896560668945,2
207,4350,2.018693061828613,2
208,3870,1.9143930020332336,2
209,3705,2.0510115132331848,2
210,4200,1.9034917831420899,2
211,4560,1.9983464558124542,2
212,4290,1.9928678245544433,2
213,3885,1.978692306280136,2
214,3645,2.005756600379944,2
215,3765,1.8942660975456238,2
216,3450,2.018988478183746,2
217,4455,1.9639385125637054,2
218,4800,1.9094329190254211,2
219,4770,1.9100402116775512,2
220,4785,1.905176760673523,2
221,3300,2.0128409366607665,2
222,3495,1.9740975244045258,2
223,4395,1.9669055211544038,2
224,4215,1.8662624224424362,2
225,3450,1.8653830428123475,2
226,3720,2.0674476499557497,2
227,4200,1.872849961042404,2
228,3495,1.934853627204895,2
229,4710,2.052398905992508,2
230,3810,2.0134474568367002,2
231,4350,1.990356278538704,2
232,4110,1.8899005297422409,2
233,3435,2.0278489544391634,2
234,3825,1.9359204211235046,2
235,3960,1.9348684825897218,2
236,4350,1.9855547204017638,2
237,4860,1.9883486895561218,2
238,3630,2.0002172565460206,2
239,4785,1.929699765920639,2
240,4860,1.8718505361080169,2
241,3750,2.050355172634125,2
242,3315,2.018260802745819,2
243,3795,2.0819821603298188,2
244,4935,2.0006003386974336,2
245,4200,1.8013641452789306,2
246,4800,1.9691042966842651,2
247,3990,2.026800163269043,2
248,4200,1.9268576774597168,2
249,4425,1.9402131893634795,2
250,4215,1.868032782316208,2
251,3735,1.9730304164886474,2
252,3840,1.8460180430412292,2
253,3570,1.9281812901496886,2
254,3495,2.0605860743522646,2
255,3480,2.067350639820099,2
256,4785,2.0029814562797545,2
257,4125,2.2200487775802613,2
258,4500,1.9468740615844726,2
259,4260,2.0084994196891786,2
260,3930,2.068721937894821,2
261,3795,1.9649719183444976,2
262,4755,1.9780750744342803,2
263,3960,1.9956707818508148,2
264,4605,1.9386817765235902,2
265,4005,1.9880094990730286,2
266,4245,2.015690773010254,2
267,4500,2.109229285478592,2
268,4590,2.0694592401981353,2
269,3555,2.0581686601638793,2
270,3510,1.9694827518463134,2
271,4260,1.9359395127296448,2
272,3405,2.0100617973804473,2
273,4815,2.1891353175640105,2
274,4560,1.9294134690761566,2
275,4455,1.9878489389419556,2
276,3780,2.0849152550697325,2
277,4215,2.1622668113708494,2
278,3480,2.022894664287567,2
279,4395,2.0569958549737932,2
280,3735,2.0404995379447937,2
281,4440,2.077647918701172,2
282,4905,2.1714083642959596,2
283,3870,2.0308003973960878,2
284,3615,2.1873436627388,2
285,4605,2.1959244561195375,2
286,4725,2.1045913207530975,2
287,3885,1.9817496781349182,2
288,3255,2.1484437725543977,2
289,4050,2.0465084137916567,2
290,3645,2.0623705496788025,2
291,4305,2.2500065920352936,2
292,3450,2.09014297580719,2
293,3855,2.0906435177326204,2
294,3795,2.2687613978385923,2
295,3495,2.4101034417152403,2
296,3660,2.2553600132465363,2
297,3855,2.2398290603160858,2
298,4320,2.3345929079055785,2
299,4380,2.2752976694107057,2
300,4650,2.2749905529022216,2
301,4785,2.319147714853287,2
302,4560,2.270512945652008,2
303,3600,2.409474172592163,2
304,3510,2.3482460501194002,2
305,3930,2.2723906819820403,2
306,3435,2.318541032075882,2
307,4290,2.2858483557701113,2
308,3735,2.3233291635513305,2
309,3975,2.4056934452056886,2
310,3450,2.3870788478851317,2
311,4710,2.3976425514221194,2
312,4320,2.4514597182273863,2
313,4440,2.3045872342586518,2
314,4305,2.4850810627937316,2
315,3570,2.367271207690239,2
316,4275,2.286032636642456,2
317,4770,2.311000950336456,2
318,3225,2.22657706451416,2
319,3645,2.405158682346344,2
320,4455,2.2909411444664003,2
321,4605,2.5324419503211977,2
322,3795,2.319567822933197,2
323,3495,2.3223797895908356,2
324,3795,2.4023852200508116,2
325,3630,2.3029622926712037,2
326,3975,2.3337017228603365,2
327,3315,2.2941540923118593,2
328,3645,2.4099028100967406,2
329,4215,2.5477843527793884,2
330,4530,2.4338272504806517,2
331,4380,2.390016685962677,2
332,3555,2.3504305000305177,2
333,3615,2.2713345403671266,2
334,3810,2.265123074531555,2
335,4515,2.4097797935009004,2
336,4710,2.579469796657562,2
337,4215,2.306703333377838,2
338,3825,2.3501990914344786,2
339,4095,2.5478263220787047,2
340,3915,2.3583937003612516,2
341,3615,2.5180046026706697,2
342,4710,2.4520233998298644,2
343,4350,2.4769857263565065,2
344,4575,2.3895005888938905,2
345,4575,2.415537024974823,2
346,4800,2.4276169271469117,2
347,3510,2.4491299543380736,2
348,4410,2.429029848575592,2
349,4470,2.5068009955883026,2
350,3600,2.527064926624298,2
351,4200,2.498348268508911,2
352,3855,2.3273494884967802,2
