episode,reward,energy,reward_ma,energy_ma
120,-80,9.99999999999998,250.75,9.99999999999998
121,310,9.99999999999998,264.25,9.99999999999998
122,400,9.99999999999998,270.25,9.99999999999998
123,280,9.99999999999998,263.5,9.99999999999998
124,-170,9.99999999999998,239.5,9.99999999999998
125,535,9.99999999999998,263.5,9.99999999999998
126,220,9.99999999999998,268.0,9.99999999999998
127,490,9.99999999999998,287.5,9.99999999999998
128,160,9.99999999999998,280.0,9.99999999999998
129,115,9.99999999999998,265.0,9.99999999999998
130,205,9.99999999999998,257.5,9.99999999999998
131,-20,9.99999999999998,249.25,9.99999999999998
132,340,9.99999999999998,246.25,9.99999999999998
133,445,9.99999999999998,270.25,9.99999999999998
134,310,9.99999999999998,265.75,9.99999999999998
135,235,9.99999999999998,268.75,9.99999999999998
136,55,9.99999999999998,268.75,9.99999999999998
137,505,9.99999999999998,269.5,9.99999999999998
138,235,9.99999999999998,250.0,9.99999999999998
139,70,9.99999999999998,232.0,9.99999999999998
140,310,9.99999999999998,251.5,9.99999999999998
141,160,9.99999999999998,244.0,9.99999999999998
142,355,9.99999999999998,241.75,9.99999999999998
143,250,9.99999999999998,240.25,9.99999999999998
144,445,9.99999999999998,271.0,9.99999999999998
145,-170,9.99999999999998,235.75,9.99999999999998
146,685,9.99999999999998,259.0,9.99999999999998
147,550,9.99999999999998,262.0,9.99999999999998
148,535,9.99999999999998,280.75,9.99999999999998
149,640,9.99999999999998,307.0,9.99999999999998
150,415,9.99999999999998,317.5,9.99999999999998
151,55,9.99999999999998,321.25,9.99999999999998
152,700,9.99999999999998,339.25,9.99999999999998
153,415,9.99999999999998,337.75,9.99999999999998
154,505,9.99999999999998,347.5,9.99999999999998
155,-245,9.99999999999998,323.5,9.99999999999998
156,-170,9.99999999999998,312.25,9.99999999999998
157,460,9.99999999999998,310.0,9.99999999999998
158,205,9.99999999999998,308.5,9.99999999999998
159,85,9.99999999999998,309.25,9.99999999999998
160,-20,9.99999999999998,292.75,9.99999999999998
161,250,9.99999999999998,297.25,9.99999999999998
162,685,9.99999999999998,313.75,9.99999999999998
163,565,9.99999999999998,329.5,9.99999999999998
164,430,9.99999999999998,328.75,9.99999999999998
165,460,9.99999999999998,360.25,9.99999999999998
166,-20,9.99999999999998,325.0,9.99999999999998
167,100,9.99999999999998,302.5,9.99999999999998
168,190,9.99999999999998,285.25,9.99999999999998
169,685,9.99999999999998,287.5,9.99999999999998
170,475,9.99999999999998,290.5,9.99999999999998
171,-50,9.99999999999998,285.25,9.99999999999998
172,145,9.99999999999998,257.5,9.99999999999998
173,190,9.99999999999998,246.25,9.99999999999998
174,280,9.99999999999998,235.0,9.99999999999998
175,130,9.99999999999998,253.75,9.99999999999998
176,310,9.99999999999998,277.75,9.99999999999998
177,655,9.99999999999998,287.5,9.99999999999998
178,325,9.99999999999998,293.5,9.99999999999998
179,160,9.99999999999998,297.25,9.99999999999998
180,205,9.99999999999998,308.5,9.99999999999998
181,655,9.99999999999998,328.75,9.99999999999998
182,-140,9.99999999999998,287.5,9.99999999999998
183,325,9.99999999999998,275.5,9.99999999999998
184,-20,9.99999999999998,253.0,9.99999999999998
185,415,9.99999999999998,250.75,9.99999999999998
186,370,9.99999999999998,270.25,9.99999999999998
187,640,9.99999999999998,297.25,9.99999999999998
188,490,9.99999999999998,312.25,9.99999999999998
189,205,9.99999999999998,288.25,9.99999999999998
190,445,9.99999999999998,286.75,9.99999999999998
191,415,9.99999999999998,310.0,9.99999999999998
192,130,9.99999999999998,309.25,9.99999999999998
193,340,9.99999999999998,316.75,9.99999999999998
194,160,9.99999999999998,310.75,9.99999999999998
195,145,9.99999999999998,311.5,9.99999999999998
196,-185,9.99999999999998,286.75,9.99999999999998
197,160,9.99999999999998,262.0,9.99999999999998
198,235,9.99999999999998,257.5,9.99999999999998
199,205,9.99999999999998,259.75,9.99999999999998
200,70,9.99999999999998,253.0,9.99999999999998
201,235,9.99999999999998,232.0,9.99999999999998
202,415,9.99999999999998,259.75,9.99999999999998
203,505,9.99999999999998,268.75,9.99999999999998
204,115,9.99999999999998,275.5,9.99999999999998
205,175,9.99999999999998,263.5,9.99999999999998
206,475,9.99999999999998,268.75,9.99999999999998
207,205,9.99999999999998,247.0,9.99999999999998
208,145,9.99999999999998,229.75,9.99999999999998
209,460,9.99999999999998,242.5,9.99999999999998
210,220,9.99999999999998,231.25,9.99999999999998
211,235,9.99999999999998,222.25,9.99999999999998
212,-215,9.99999999999998,205.0,9.99999999999998
213,130,9.99999999999998,194.5,9.99999999999998
214,490,9.99999999999998,211.0,9.99999999999998
215,400,9.99999999999998,223.75,9.99999999999998
216,625,9.99999999999998,264.25,9.99999999999998
217,820,9.99999999999998,297.25,9.99999999999998
218,250,9.99999999999998,298.0,9.99999999999998
219,460,9.99999999999998,310.75,9.99999999999998
220,310,9.99999999999998,322.75,9.99999999999998
221,235,9.99999999999998,322.75,9.99999999999998
222,445,9.99999999999998,324.25,9.99999999999998
223,400,9.99999999999998,319.0,9.99999999999998
224,505,9.99999999999998,338.5,9.99999999999998
225,-20,9.99999999999998,328.75,9.99999999999998
226,505,9.99999999999998,330.25,9.99999999999998
227,220,9.99999999999998,331.0,9.99999999999998
228,640,9.99999999999998,355.75,9.99999999999998
229,400,9.99999999999998,352.75,9.99999999999998
230,25,9.99999999999998,343.0,9.99999999999998
231,-215,9.99999999999998,320.5,9.99999999999998
232,40,9.99999999999998,333.25,9.99999999999998
233,-260,9.99999999999998,313.75,9.99999999999998
234,145,9.99999999999998,296.5,9.99999999999998
235,190,9.99999999999998,286.0,9.99999999999998
236,235,9.99999999999998,266.5,9.99999999999998
237,445,9.99999999999998,247.75,9.99999999999998
238,340,9.99999999999998,252.25,9.99999999999998
239,295,9.99999999999998,244.0,9.99999999999998
240,250,9.99999999999998,241.0,9.99999999999998
241,160,9.99999999999998,237.25,9.99999999999998
242,235,9.99999999999998,226.75,9.99999999999998
243,325,9.99999999999998,223.0,9.99999999999998
244,430,9.99999999999998,219.25,9.99999999999998
245,40,9.99999999999998,222.25,9.99999999999998
246,100,9.99999999999998,202.0,9.99999999999998
247,640,9.99999999999998,223.0,9.99999999999998
248,115,9.99999999999998,196.75,9.99999999999998
249,535,9.99999999999998,203.5,9.99999999999998
250,655,9.99999999999998,235.0,9.99999999999998
251,55,9.99999999999998,248.5,9.99999999999998
252,10,9.99999999999998,247.0,9.99999999999998
253,265,9.99999999999998,273.25,9.99999999999998
254,370,9.99999999999998,284.5,9.99999999999998
255,-215,9.99999999999998,264.25,9.99999999999998
256,190,9.99999999999998,262.0,9.99999999999998
257,220,9.99999999999998,250.75,9.99999999999998
258,490,9.99999999999998,258.25,9.99999999999998
259,595,9.99999999999998,273.25,9.99999999999998
260,265,9.99999999999998,274.0,9.99999999999998
261,235,9.99999999999998,277.75,9.99999999999998
262,-5,9.99999999999998,265.75,9.99999999999998
263,70,9.99999999999998,253.0,9.99999999999998
264,505,9.99999999999998,256.75,9.99999999999998
265,655,9.99999999999998,287.5,9.99999999999998
266,10,9.99999999999998,283.0,9.99999999999998
267,205,9.99999999999998,261.25,9.99999999999998
268,100,9.99999999999998,260.5,9.99999999999998
269,25,9.99999999999998,235.0,9.99999999999998
270,100,9.99999999999998,207.25,9.99999999999998
271,505,9.99999999999998,229.75,9.99999999999998
272,10,9.99999999999998,229.75,9.99999999999998
273,310,9.99999999999998,232.0,9.99999999999998
274,-185,9.99999999999998,204.25,9.99999999999998
275,205,9.99999999999998,225.25,9.99999999999998
276,355,9.99999999999998,233.5,9.99999999999998
277,100,9.99999999999998,227.5,9.99999999999998
278,-35,9.99999999999998,201.25,9.99999999999998
279,25,9.99999999999998,172.75,9.99999999999998
280,385,9.99999999999998,178.75,9.99999999999998
281,115,9.99999999999998,172.75,9.99999999999998
282,-200,9.99999999999998,163.0,9.99999999999998
283,310,9.99999999999998,175.0,9.99999999999998
284,655,9.99999999999998,182.5,9.99999999999998
285,895,9.99999999999998,194.5,9.99999999999998
286,55,9.99999999999998,196.75,9.99999999999998
287,100,9.99999999999998,191.5,9.99999999999998
288,715,9.99999999999998,222.25,9.99999999999998
289,460,9.99999999999998,244.0,9.99999999999998
290,400,9.99999999999998,259.0,9.99999999999998
291,-185,9.99999999999998,224.5,9.99999999999998
292,715,9.99999999999998,259.75,9.99999999999998
293,400,9.99999999999998,264.25,9.99999999999998
294,310,9.99999999999998,289.0,9.99999999999998
295,400,9.99999999999998,298.75,9.99999999999998
296,-50,9.99999999999998,278.5,9.99999999999998
297,445,9.99999999999998,295.75,9.99999999999998
298,430,9.99999999999998,319.0,9.99999999999998
299,85,9.99999999999998,322.0,9.99999999999998
300,55,9.99999999999998,305.5,9.99999999999998
301,-110,9.99999999999998,294.25,9.99999999999998
302,190,9.99999999999998,313.75,9.99999999999998
303,310,9.99999999999998,313.75,9.99999999999998
304,670,9.99999999999998,314.5,9.99999999999998
305,175,9.99999999999998,278.5,9.99999999999998
306,235,9.99999999999998,287.5,9.99999999999998
307,295,9.99999999999998,297.25,9.99999999999998
308,475,9.99999999999998,285.25,9.99999999999998
309,280,9.99999999999998,276.25,9.99999999999998
310,-170,9.99999999999998,247.75,9.99999999999998
311,280,9.99999999999998,271.0,9.99999999999998
312,415,9.99999999999998,256.0,9.99999999999998
313,235,9.99999999999998,247.75,9.99999999999998
314,325,9.99999999999998,248.5,9.99999999999998
315,610,9.99999999999998,259.0,9.99999999999998
316,280,9.99999999999998,275.5,9.99999999999998
317,55,9.99999999999998,256.0,9.99999999999998
318,235,9.99999999999998,246.25,9.99999999999998
319,55,9.99999999999998,244.75,9.99999999999998
320,-125,9.99999999999998,235.75,9.99999999999998
321,-140,9.99999999999998,234.25,9.99999999999998
322,820,9.99999999999998,265.75,9.99999999999998
323,295,9.99999999999998,265.0,9.99999999999998
324,145,9.99999999999998,238.75,9.99999999999998
325,-20,9.99999999999998,229.0,9.99999999999998
326,445,9.99999999999998,239.5,9.99999999999998
327,325,9.99999999999998,241.0,9.99999999999998
328,340,9.99999999999998,234.25,9.99999999999998
329,55,9.99999999999998,223.0,9.99999999999998
330,100,9.99999999999998,236.5,9.99999999999998
331,250,9.99999999999998,235.0,9.99999999999998
332,205,9.99999999999998,224.5,9.99999999999998
333,565,9.99999999999998,241.0,9.99999999999998
334,625,9.99999999999998,256.0,9.99999999999998
335,355,9.99999999999998,243.25,9.99999999999998
336,205,9.99999999999998,239.5,9.99999999999998
337,160,9.99999999999998,244.75,9.99999999999998
338,565,9.99999999999998,261.25,9.99999999999998
339,340,9.99999999999998,275.5,9.99999999999998
340,265,9.99999999999998,295.0,9.99999999999998
341,775,9.99999999999998,340.75,9.99999999999998
342,385,9.99999999999998,319.0,9.99999999999998
343,100,9.99999999999998,309.25,9.99999999999998
344,595,9.99999999999998,331.75,9.99999999999998
345,655,9.99999999999998,365.5,9.99999999999998
346,535,9.99999999999998,370.0,9.99999999999998
347,505,9.99999999999998,379.0,9.99999999999998
348,520,9.99999999999998,388.0,9.99999999999998
349,250,9.99999999999998,397.75,9.99999999999998
350,460,9.99999999999998,415.75,9.99999999999998
351,595,9.99999999999998,433.0,9.99999999999998
352,190,9.99999999999998,432.25,9.99999999999998
353,70,9.99999999999998,407.5,9.99999999999998
354,400,9.99999999999998,396.25,9.99999999999998
355,205,9.99999999999998,388.75,9.99999999999998
356,430,9.99999999999998,400.0,9.99999999999998
357,220,9.99999999999998,403.0,9.99999999999998
358,190,9.99999999999998,384.25,9.99999999999998
359,670,9.99999999999998,400.75,9.99999999999998
360,730,9.99999999999998,424.0,9.99999999999998
361,520,9.99999999999998,411.25,9.99999999999998
362,-140,9.99999999999998,385.0,9.99999999999998
363,160,9.99999999999998,388.0,9.99999999999998
364,235,9.99999999999998,370.0,9.99999999999998
365,130,9.99999999999998,343.75,9.99999999999998
366,40,9.99999999999998,319.0,9.99999999999998
367,250,9.99999999999998,306.25,9.99999999999998
368,175,9.99999999999998,289.0,9.99999999999998
369,145,9.99999999999998,283.75,9.99999999999998
370,250,9.99999999999998,273.25,9.99999999999998
371,415,9.99999999999998,264.25,9.99999999999998
372,340,9.99999999999998,271.75,9.99999999999998
373,580,9.99999999999998,297.25,9.99999999999998
374,85,9.99999999999998,281.5,9.99999999999998
375,190,9.99999999999998,280.75,9.99999999999998
376,175,9.99999999999998,268.0,9.99999999999998
377,700,9.99999999999998,292.0,9.99999999999998
378,475,9.99999999999998,306.25,9.99999999999998
379,235,9.99999999999998,284.5,9.99999999999998
380,505,9.99999999999998,273.25,9.99999999999998
381,-140,9.99999999999998,240.25,9.99999999999998
382,340,9.99999999999998,264.25,9.99999999999998
383,175,9.99999999999998,265.0,9.99999999999998
384,-140,9.99999999999998,246.25,9.99999999999998
385,550,9.99999999999998,267.25,9.99999999999998
386,10,9.99999999999998,265.75,9.99999999999998
387,385,9.99999999999998,272.5,9.99999999999998
388,175,9.99999999999998,272.5,9.99999999999998
389,490,9.99999999999998,289.75,9.99999999999998
390,505,9.99999999999998,302.5,9.99999999999998
391,145,9.99999999999998,289.0,9.99999999999998
392,145,9.99999999999998,279.25,9.99999999999998
393,295,9.99999999999998,265.0,9.99999999999998
394,520,9.99999999999998,286.75,9.99999999999998
395,430,9.99999999999998,298.75,9.99999999999998
396,415,9.99999999999998,310.75,9.99999999999998
397,250,9.99999999999998,288.25,9.99999999999998
398,-20,9.99999999999998,263.5,9.99999999999998
399,295,9.99999999999998,266.5,9.99999999999998
400,25,9.99999999999998,242.5,9.99999999999998
401,505,9.99999999999998,274.75,9.99999999999998
402,145,9.99999999999998,265.0,9.99999999999998
403,70,9.99999999999998,259.75,9.99999999999998
404,295,9.99999999999998,281.5,9.99999999999998
405,280,9.99999999999998,268.0,9.99999999999998
406,235,9.99999999999998,279.25,9.99999999999998
407,355,9.99999999999998,277.75,9.99999999999998
408,295,9.99999999999998,283.75,9.99999999999998
409,640,9.99999999999998,291.25,9.99999999999998
410,-50,9.99999999999998,263.5,9.99999999999998
411,235,9.99999999999998,268.0,9.99999999999998
412,550,9.99999999999998,288.25,9.99999999999998
413,595,9.99999999999998,303.25,9.99999999999998
414,520,9.99999999999998,303.25,9.99999999999998
415,460,9.99999999999998,304.75,9.99999999999998
416,280,9.99999999999998,298.0,9.99999999999998
417,400,9.99999999999998,305.5,9.99999999999998
418,100,9.99999999999998,311.5,9.99999999999998
419,250,9.99999999999998,309.25,9.99999999999998
420,370,9.99999999999998,326.5,9.99999999999998
421,220,9.99999999999998,312.25,9.99999999999998
422,145,9.99999999999998,312.25,9.99999999999998
423,-5,9.99999999999998,308.5,9.99999999999998
424,295,9.99999999999998,308.5,9.99999999999998
425,115,9.99999999999998,300.25,9.99999999999998
426,-215,9.99999999999998,277.75,9.99999999999998
427,145,9.99999999999998,267.25,9.99999999999998
428,250,9.99999999999998,265.0,9.99999999999998
429,-95,9.99999999999998,228.25,9.99999999999998
430,745,9.99999999999998,268.0,9.99999999999998
431,-155,9.99999999999998,248.5,9.99999999999998
432,100,9.99999999999998,226.0,9.99999999999998
433,-80,9.99999999999998,192.25,9.99999999999998
434,-95,9.99999999999998,161.5,9.99999999999998
435,415,9.99999999999998,159.25,9.99999999999998
436,280,9.99999999999998,159.25,9.99999999999998
437,145,9.99999999999998,146.5,9.99999999999998
438,70,9.99999999999998,145.0,9.99999999999998
439,-290,9.99999999999998,118.0,9.99999999999998
440,40,9.99999999999998,101.5,9.99999999999998
441,595,9.99999999999998,120.25,9.99999999999998
442,10,9.99999999999998,113.5,9.99999999999998
443,-50,9.99999999999998,111.25,9.99999999999998
444,400,9.99999999999998,116.5,9.99999999999998
445,205,9.99999999999998,121.0,9.99999999999998
446,325,9.99999999999998,148.0,9.99999999999998
447,205,9.99999999999998,151.0,9.99999999999998
448,235,9.99999999999998,150.25,9.99999999999998
449,250,9.99999999999998,167.5,9.99999999999998
450,40,9.99999999999998,132.25,9.99999999999998
451,160,9.99999999999998,148.0,9.99999999999998
452,130,9.99999999999998,149.5,9.99999999999998
453,85,9.99999999999998,157.75,9.99999999999998
454,445,9.99999999999998,184.75,9.99999999999998
455,295,9.99999999999998,178.75,9.99999999999998
456,-125,9.99999999999998,158.5,9.99999999999998
457,145,9.99999999999998,158.5,9.99999999999998
458,655,9.99999999999998,187.75,9.99999999999998
459,205,9.99999999999998,212.5,9.99999999999998
460,85,9.99999999999998,214.75,9.99999999999998
461,370,9.99999999999998,203.5,9.99999999999998
462,535,9.99999999999998,229.75,9.99999999999998
463,-65,9.99999999999998,229.0,9.99999999999998
464,460,9.99999999999998,232.0,9.99999999999998
465,115,9.99999999999998,227.5,9.99999999999998
466,655,9.99999999999998,244.0,9.99999999999998
467,235,9.99999999999998,245.5,9.99999999999998
468,325,9.99999999999998,250.0,9.99999999999998
469,130,9.99999999999998,244.0,9.99999999999998
470,370,9.99999999999998,260.5,9.99999999999998
471,160,9.99999999999998,260.5,9.99999999999998
472,115,9.99999999999998,259.75,9.99999999999998
473,100,9.99999999999998,260.5,9.99999999999998
474,235,9.99999999999998,250.0,9.99999999999998
475,235,9.99999999999998,247.0,9.99999999999998
476,475,9.99999999999998,277.0,9.99999999999998
477,85,9.99999999999998,274.0,9.99999999999998
478,400,9.99999999999998,261.25,9.99999999999998
479,355,9.99999999999998,268.75,9.99999999999998
480,40,9.99999999999998,266.5,9.99999999999998
481,640,9.99999999999998,280.0,9.99999999999998
482,265,9.99999999999998,266.5,9.99999999999998
483,-35,9.99999999999998,268.0,9.99999999999998
484,250,9.99999999999998,257.5,9.99999999999998
485,205,9.99999999999998,262.0,9.99999999999998
486,220,9.99999999999998,240.25,9.99999999999998
487,-5,9.99999999999998,228.25,9.99999999999998
488,340,9.99999999999998,229.0,9.99999999999998
489,205,9.99999999999998,232.75,9.99999999999998
490,55,9.99999999999998,217.0,9.99999999999998
491,235,9.99999999999998,220.75,9.99999999999998
492,355,9.99999999999998,232.75,9.99999999999998
493,250,9.99999999999998,240.25,9.99999999999998
494,430,9.99999999999998,250.0,9.99999999999998
495,100,9.99999999999998,243.25,9.99999999999998
496,670,9.99999999999998,253.0,9.99999999999998
497,490,9.99999999999998,273.25,9.99999999999998
498,535,9.99999999999998,280.0,9.99999999999998
499,70,9.99999999999998,265.75,9.99999999999998
